shares,kw_max_avg,kw_avg_avg,LDA_03,LDA_01,num_keywords,kw_max_min,max_positive_polarity,kw_min_avg,weekday_is_tuesday,kw_avg_min,abs_title_sentiment_polarity,global_rate_negative_words,data_channel_is_entertainment,rate_negative_words,weekday_is_monday,self_reference_min_shares,self_reference_avg_sharess,n_non_stop_unique_tokens,weekday_is_wednesday,num_imgs,kw_avg_max,global_rate_positive_words,min_positive_polarity,kw_max_max,num_videos,weekday_is_sunday,num_hrefs,data_channel_is_socmed,rate_positive_words,kw_min_min,data_channel_is_bus,max_negative_polarity,kw_min_max,avg_negative_polarity,global_sentiment_polarity,data_channel_is_lifestyle,title_sentiment_polarity,data_channel_is_world,abs_title_subjectivity,self_reference_max_shares,is_weekend,LDA_02,LDA_04
1400,7644.07584022,3889.75460082,0.414223252106,0.525736147688,10.0,1200.0,1.0,2171.47619048,0.0,275.759,0.0,0.0305676855895,0.0,0.340277777778,1.0,718.0,2502.57142857,0.623362444734,0.0,10.0,316200.0,0.0592638802246,0.1,843300.0,1.0,0.0,27.0,0.0,0.659722222222,-1.0,0.0,-0.05,3700.0,-0.331944444444,0.128539603755,0.0,0.0,0.0,0.5,4400.0,0.0,0.0200378683354,0.0200001365862
1100,3532.64503622,1746.3973691,0.0337489046727,0.661981580195,6.0,343.0,0.4,0.0,0.0,85.0,0.0,0.0429799426934,1.0,0.714285714286,0.0,3900.0,3900.0,0.687499996695,0.0,1.0,279650.0,0.0171919770774,0.0333333333333,843300.0,0.0,1.0,2.0,0.0,0.285714285714,-1.0,0.0,-0.075,0.0,-0.449017094017,-0.179530252356,0.0,0.0,0.0,0.5,3900.0,1.0,0.237591904732,0.0333394668871
12500,4902.65889213,3269.84288696,0.9106478635,0.022650771494,9.0,1000.0,0.75,1000.0,0.0,440.666666667,0.0,0.0122905027933,0.0,0.21568627451,0.0,1300.0,1400.0,0.637200735475,0.0,0.0,170155.555556,0.0446927374302,0.1,617900.0,15.0,0.0,8.0,0.0,0.78431372549,217.0,0.0,-0.05,1000.0,-0.255429292929,0.14950462963,0.0,0.0,0.0,0.5,1500.0,0.0,0.0222325227945,0.022223906593
1500,5599.95445344,3453.45293028,0.750751734785,0.0250246268519,8.0,1200.0,0.5,0.0,0.0,309.428571429,0.0,0.0387596899225,0.0,0.3125,0.0,2200.0,3550.0,0.862499989219,1.0,0.0,339262.5,0.0852713178295,0.0333333333333,843300.0,2.0,0.0,9.0,0.0,0.6875,-1.0,0.0,-0.15,0.0,-0.47,0.0753367003367,0.0,0.0,0.0,0.375,4900.0,0.0,0.0251311350357,0.0250199920895
1800,2878.66666667,2550.51004617,0.0333334768444,0.0333342393771,6.0,505.0,1.0,2235.57142857,1.0,347.666666667,0.75,0.00788954635108,0.0,0.210526315789,0.0,0.0,0.0,0.661870501216,0.0,1.0,27016.6666667,0.0295857988166,0.1,51900.0,0.0,0.0,4.0,0.0,0.789473684211,217.0,0.0,-0.15,7000.0,-0.238888888889,0.213383838384,0.0,0.75,0.0,0.444444444444,0.0,0.0,0.0333388846799,0.86664664564
835,3736.21621622,1948.3305817,0.0286993990464,0.0286004548538,7.0,1100.0,0.8,0.0,0.0,539.5,0.125,0.0,0.0,0.0,0.0,1300.0,2166.66666667,0.688888885827,0.0,1.0,16071.4285714,0.030985915493,0.1,51900.0,0.0,0.0,11.0,0.0,1.0,217.0,1.0,0.0,0.0,0.0,0.135515873016,0.0,-0.125,0.0,0.125,3600.0,0.0,0.0286127903869,0.392097493884
1100,5579.24506194,3668.69640331,0.688133842415,0.034347158213,6.0,233.0,1.0,1753.54054054,0.0,39.6666666667,0.5,0.017094017094,1.0,0.333333333333,0.0,1300.0,1300.0,0.610778439456,0.0,0.0,413116.666667,0.034188034188,0.25,843300.0,0.0,0.0,15.0,0.0,0.666666666667,-1.0,0.0,-0.4,12000.0,-0.45,0.15,0.0,-0.5,0.0,0.5,1300.0,0.0,0.210850664849,0.0333334098951
5600,3200.1154661,2515.20507514,0.0333960142154,0.0333434394497,6.0,1400.0,1.0,1400.0,0.0,518.666666667,0.136363636364,0.0134328358209,0.0,0.230769230769,0.0,0.0,0.0,0.685503683819,0.0,1.0,117316.666667,0.044776119403,0.0625,617900.0,0.0,0.0,13.0,0.0,0.769230769231,217.0,0.0,-0.1,1400.0,-0.228240740741,0.179536599764,1.0,0.136363636364,0.0,0.0454545454545,0.0,0.0,0.545759546559,0.353935990182
772,3507.76273308,1954.97112954,0.0333392051289,0.033343060408,6.0,671.0,0.6,0.0,1.0,149.0,0.0,0.00763358778626,0.0,0.363636363636,0.0,0.0,0.0,0.565217389549,0.0,1.0,177866.666667,0.013358778626,0.2,843300.0,2.0,0.0,20.0,0.0,0.636363636364,-1.0,0.0,-0.05,0.0,-0.11875,0.0889705882353,0.0,0.0,1.0,0.5,0.0,0.0,0.70787847549,0.192096496862
694,3607.11462422,2108.29967901,0.0333368318616,0.0333389751505,6.0,824.0,0.8,0.0,1.0,308.0,0.0,0.0134048257373,0.0,0.192307692308,0.0,0.0,0.0,0.706563703836,0.0,1.0,269119.833333,0.0563002680965,0.136363636364,843300.0,0.0,0.0,7.0,0.0,0.807692307692,-1.0,0.0,-0.0833333333333,0.0,-0.201666666667,0.18276003276,0.0,0.0,1.0,0.0,0.0,0.0,0.535563816866,0.364421060868
3800,5429.82083333,3440.19089631,0.0200412822834,0.0200112940863,10.0,180.0,1.0,0.0,1.0,47.2222222222,0.468181818182,0.0157255182273,0.0,0.258823529412,0.0,1700.0,4700.0,0.611185085737,0.0,8.0,288320.0,0.0450321658327,0.0333333333333,843300.0,0.0,0.0,20.0,0.0,0.741176470588,-1.0,1.0,-0.1,0.0,-0.283225108225,0.151889314389,0.0,0.468181818182,0.0,0.227272727273,7700.0,0.0,0.0200251001374,0.163890286286
2900,3479.15716144,2909.85733853,0.028571583619,0.0285757843273,7.0,649.0,0.85,1965.79354839,0.0,91.8571428571,0.2,0.0102189781022,0.0,0.225806451613,0.0,1900.0,2933.33333333,0.71428571243,1.0,3.0,436442.857143,0.0350364963504,0.05,843300.0,2.0,0.0,8.0,0.0,0.774193548387,-1.0,0.0,-0.155555555556,17300.0,-0.292063492063,0.0952320827321,0.0,0.2,0.0,0.3,4700.0,0.0,0.0285781551784,0.595140003224
1900,4261.74590164,3412.40474953,0.548098120066,0.0500051167843,4.0,873.0,0.8,2282.53333333,0.0,349.75,0.5,0.0190677966102,0.0,0.3,0.0,1300.0,1300.0,0.741433019497,1.0,16.0,229625.0,0.0444915254237,0.136363636364,843300.0,0.0,0.0,19.0,1.0,0.7,-1.0,0.0,-0.025,8400.0,-0.22962962963,0.229274891775,0.0,0.5,0.0,0.1,1300.0,0.0,0.0500092335208,0.0518718547075
1700,3719.71232877,2448.71494864,0.0401930854872,0.0400064033387,5.0,1200.0,0.8,0.0,0.0,551.25,0.0,0.0276679841897,0.0,0.411764705882,0.0,0.0,0.0,0.645051192338,1.0,1.0,28180.0,0.0395256916996,0.15,69100.0,0.0,0.0,10.0,0.0,0.588235294118,217.0,0.0,-0.2,0.0,-0.252976190476,0.130740740741,1.0,0.0,0.0,0.5,0.0,0.0,0.0400022429729,0.0409891938266
1200,4062.77272727,2064.97863436,0.204913332215,0.719705889011,8.0,1300.0,0.8,0.0,0.0,540.833333333,0.0,0.00985221674877,1.0,0.190476190476,0.0,5400.0,5400.0,0.692913383099,1.0,1.0,102212.5,0.0418719211823,0.1,617900.0,0.0,0.0,13.0,0.0,0.809523809524,217.0,0.0,-0.05,0.0,-0.234375,0.154566666667,0.0,0.0,0.0,0.5,5400.0,0.0,0.0250075610913,0.0251951804537
954,4509.15384615,2318.59528885,0.0225327187109,0.686553360423,9.0,3100.0,0.3,0.0,0.0,559.142857143,0.0,0.0167597765363,1.0,0.375,1.0,8300.0,8300.0,0.889908248716,0.0,0.0,235555.555556,0.0279329608939,0.136363636364,843300.0,1.0,0.0,6.0,0.0,0.625,4.0,0.0,-0.05,0.0,-0.108333333333,0.0553977272727,0.0,0.0,0.0,0.5,8300.0,0.0,0.133045108843,0.0222323330545
5300,10270.6480687,4650.13921589,0.495590135168,0.0287100122165,7.0,432.0,0.7,2343.0625,1.0,264.428571429,0.0666666666667,0.0165289256198,0.0,0.285714285714,0.0,0.0,0.0,0.827586201189,0.0,0.0,310885.714286,0.0413223140496,0.0333333333333,690400.0,0.0,0.0,8.0,0.0,0.714285714286,4.0,0.0,-0.1875,13300.0,-0.309375,0.056798245614,0.0,0.0666666666667,0.0,0.266666666667,0.0,0.0,0.0286529168639,0.0285716643137
2700,3197.87867647,2272.98243987,0.299703761954,0.0335203452002,6.0,419.0,0.8,0.0,1.0,319.2,0.318181818182,0.00546448087432,0.0,0.0588235294118,0.0,1100.0,11925.0,0.74999999375,0.0,0.0,47833.3333333,0.0874316939891,0.136363636364,80400.0,1.0,0.0,6.0,0.0,0.941176470588,217.0,1.0,-0.166666666667,0.0,-0.166666666667,0.255375180375,0.0,0.318181818182,0.0,0.177272727273,24300.0,0.0,0.0333725510318,0.0333702587278
807,6065.84,2841.76347584,0.0256037783534,0.148692410562,8.0,687.0,0.6,0.0,0.0,167.571428571,0.0,0.00539083557951,0.0,0.153846153846,1.0,1000.0,4900.0,0.758293835269,0.0,1.0,245775.0,0.0296495956873,0.1,843300.0,0.0,0.0,10.0,0.0,0.846153846154,-1.0,1.0,-0.05,0.0,-0.102777777778,0.155349794239,0.0,0.0,0.0,0.5,11700.0,0.0,0.401051728657,0.0250036401478
635,3173.04383117,1610.53033694,0.0333343285301,0.033335391411,6.0,336.0,0.75,0.0,0.0,308.6,0.136363636364,0.004158004158,0.0,0.0666666666667,0.0,0.0,0.0,0.6745762689,1.0,1.0,140950.0,0.0582120582121,0.1,617900.0,0.0,0.0,8.0,0.0,0.933333333333,217.0,1.0,-0.05,0.0,-0.125,0.228624078624,0.0,0.136363636364,0.0,0.0,0.0,0.0,0.0333358520888,0.0333340846425
5100,3787.48830812,2468.31331015,0.0200349378961,0.0200096962099,10.0,659.0,1.0,0.0,0.0,173.555555556,0.0,0.0119794637764,0.0,0.202898550725,0.0,12.0,3287.57446809,0.459169388493,0.0,32.0,277230.0,0.0470621791215,0.0333333333333,843300.0,2.0,0.0,98.0,1.0,0.797101449275,4.0,0.0,-0.1,0.0,-0.25171957672,0.144100510601,0.0,0.0,0.0,0.5,29000.0,0.0,0.0200326616203,0.2192003582
1800,2902.57731959,1775.64132754,0.797627786764,0.0522199422162,4.0,423.0,1.0,0.0,0.0,330.0,1.0,0.0186335403727,1.0,0.193548387097,0.0,672.0,920.0,0.837837833309,0.0,1.0,24075.0,0.0776397515528,0.0333333333333,51900.0,0.0,0.0,10.0,0.0,0.806451612903,217.0,0.0,-0.125,0.0,-0.404166666667,0.165040106952,0.0,1.0,0.0,0.2,1400.0,0.0,0.0501487071864,0.0500000905092
3200,8600.0,4210.00130791,0.107073700129,0.832873934338,10.0,3500.0,1.0,2755.22695811,0.0,1125.6,0.0,0.0149253731343,0.0,0.1,0.0,0.0,0.0,0.878048759072,0.0,0.0,38740.0,0.134328358209,0.25,80400.0,0.0,1.0,3.0,0.0,0.9,217.0,0.0,-0.1875,3100.0,-0.1875,0.412321428571,0.0,0.0,0.0,0.5,0.0,1.0,0.0200127586352,0.0200026243677
1300,5395.4039759,3464.00634079,0.631222916248,0.0222269048601,9.0,616.0,0.7,1663.61818182,0.0,96.6666666667,0.35,0.0155763239875,0.0,0.294117647059,1.0,500.0,500.0,0.691542285117,0.0,1.0,249111.111111,0.0373831775701,0.0333333333333,843300.0,6.0,0.0,25.0,1.0,0.705882352941,-1.0,0.0,-0.1,6500.0,-0.64,0.054212962963,0.0,-0.35,0.0,0.0,500.0,0.0,0.161639054826,0.162111595209
1900,9990.75,5570.93378245,0.919676344747,0.0203227115683,10.0,1000.0,1.0,2960.0,1.0,267.718,0.35,0.00787401574803,0.0,0.111111111111,0.0,26300.0,26300.0,0.971830972228,0.0,0.0,406310.0,0.0629921259843,0.1,843300.0,2.0,0.0,4.0,0.0,0.888888888889,-1.0,0.0,-0.155555555556,4800.0,-0.155555555556,0.48549382716,0.0,0.35,0.0,0.15,26300.0,0.0,0.0200001469256,0.0200002597038
2900,3501.73825137,2711.23285305,0.0200002452637,0.0200006365633,10.0,1800.0,1.0,0.0,0.0,253.555555556,0.0,0.00895255147717,0.0,0.172413793103,0.0,0.0,0.0,0.621069181413,0.0,3.0,266200.0,0.0429722470904,0.1,843300.0,0.0,0.0,16.0,0.0,0.827586206897,-1.0,1.0,-0.0714285714286,0.0,-0.33880952381,0.151329407027,0.0,0.0,0.0,0.5,0.0,0.0,0.0200046562497,0.218808238657
749,3628.48536737,2585.26619869,0.0336489411211,0.699739682247,6.0,97.0,0.8,0.0,0.0,18.6,0.218181818182,0.0143884892086,1.0,0.333333333333,0.0,954.0,2827.0,0.812154691646,0.0,0.0,263416.666667,0.0287769784173,0.1,843300.0,1.0,0.0,4.0,0.0,0.666666666667,-1.0,0.0,-0.05,0.0,-0.15,0.102424242424,0.0,0.218181818182,0.0,0.0727272727273,4700.0,0.0,0.199940925562,0.0333336629346
736,10232.8318584,5974.40072565,0.899920762857,0.0250787225334,8.0,458.0,0.8,3371.46153846,0.0,121.69875,0.16,0.00692840646651,0.0,0.166666666667,0.0,2900.0,8100.0,0.680851060933,1.0,20.0,494525.0,0.0346420323326,0.0625,843300.0,1.0,0.0,26.0,0.0,0.833333333333,-1.0,0.0,-0.05,13300.0,-0.312962962963,0.14711204305,0.0,0.16,0.0,0.04,13300.0,0.0,0.0250000511064,0.0250003536942
842,3578.30388461,2193.71561012,0.0500029212747,0.0500048927901,4.0,0.0,0.6,0.0,0.0,-0.333333333333,0.0,0.00682593856655,0.0,0.117647058824,0.0,14600.0,14600.0,0.718232040231,0.0,1.0,394625.0,0.0511945392491,0.0333333333333,843300.0,0.0,0.0,4.0,0.0,0.882352941176,-1.0,1.0,-0.125,0.0,-0.125,0.198939393939,0.0,0.0,0.0,0.5,14600.0,0.0,0.0500037527229,0.050002051279
1900,10555.1315789,3552.75772226,0.46884527886,0.130894249668,9.0,969.0,0.7,0.0,0.0,343.857142857,0.5,0.0207100591716,0.0,0.269230769231,0.0,1500.0,2350.0,0.621621618822,0.0,1.0,234555.555556,0.0562130177515,0.1,690400.0,10.0,1.0,22.0,0.0,0.730769230769,4.0,0.0,-0.1,0.0,-0.183928571429,0.164880952381,0.0,0.5,0.0,0.5,3200.0,1.0,0.244972764306,0.0222254306769
820,4035.08,2384.91683267,0.0200016519553,0.119707605371,10.0,246.0,1.0,0.0,0.0,93.125,0.0,0.00271002710027,0.0,0.0909090909091,1.0,0.0,0.0,0.669527894122,0.0,1.0,174950.0,0.0271002710027,0.15,843300.0,0.0,0.0,9.0,0.0,0.909090909091,4.0,0.0,-0.2,0.0,-0.2,0.149789915966,0.0,0.0,1.0,0.5,0.0,0.0,0.597727671953,0.242561522814
18700,8278.02431611,5791.58559512,0.898900545103,0.0250101264904,8.0,1100.0,1.0,3455.60557654,0.0,204.125,0.0,0.0421455938697,0.0,0.44,0.0,5000.0,5000.0,0.629411761003,0.0,13.0,375137.5,0.0536398467433,0.1,843300.0,0.0,0.0,17.0,0.0,0.56,-1.0,0.0,-0.125,25500.0,-0.159090909091,0.196088435374,0.0,0.0,0.0,0.5,5000.0,1.0,0.0250207676691,0.0250021853658
1800,5217.125,3286.64482188,0.0333343274084,0.0333582056994,6.0,852.0,0.5,0.0,0.0,309.918,0.0,0.0174927113703,0.0,0.461538461538,0.0,2600.0,2800.0,0.728155336271,0.0,1.0,284766.666667,0.0204081632653,0.214285714286,843300.0,0.0,0.0,6.0,0.0,0.538461538462,-1.0,1.0,-0.1,0.0,-0.279861111111,0.0428287981859,0.0,0.0,0.0,0.5,3000.0,0.0,0.20132760953,0.528475340662
850,3409.12923681,1863.93150075,0.0400003117122,0.0400003498435,5.0,671.0,0.8,0.0,0.0,167.0,0.0,0.0200873362445,0.0,0.389830508475,0.0,1200.0,2800.0,0.614388488325,1.0,2.0,321000.0,0.0314410480349,0.05,843300.0,0.0,0.0,22.0,0.0,0.610169491525,-1.0,0.0,-0.05,0.0,-0.330725433986,0.0655252764114,0.0,0.0,1.0,0.5,4400.0,0.0,0.639862678758,0.240136285416
1400,3535.5959596,2209.79807543,0.15132253939,0.0261884557609,8.0,397.0,1.0,0.0,0.0,141.833333333,0.0,0.0109739368999,0.0,0.173913043478,0.0,1800.0,5025.0,0.591792655309,0.0,15.0,150087.5,0.0521262002743,0.1,843300.0,0.0,1.0,7.0,0.0,0.826086956522,4.0,0.0,-0.1,0.0,-0.205208333333,0.181458022851,0.0,0.0,0.0,0.5,8700.0,1.0,0.276350026899,0.520537504037
556,3281.27129742,2520.79460808,0.0510252348393,0.524994742432,4.0,294.0,0.7,1857.71428571,0.0,101.0,0.0,0.0282776349614,1.0,0.578947368421,1.0,723.0,870.4,0.704166663733,0.0,1.0,279725.0,0.0205655526992,0.1,843300.0,0.0,0.0,16.0,0.0,0.421052631579,4.0,0.0,-0.1,15800.0,-0.519696969697,-0.0957341269841,0.0,0.0,0.0,0.5,960.0,0.0,0.323975267772,0.0500000322528
1100,3496.31818182,2353.11428352,0.0285739957983,0.0285760523465,7.0,951.0,0.75,0.0,0.0,274.833333333,0.0,0.003003003003,0.0,0.0714285714286,0.0,6200.0,6200.0,0.714285710641,0.0,0.0,174671.428571,0.039039039039,0.1,843300.0,1.0,0.0,10.0,0.0,0.928571428571,4.0,0.0,-0.2,0.0,-0.2,0.240476190476,0.0,0.0,0.0,0.5,6200.0,1.0,0.0285792000286,0.885636410755
1700,3406.45388885,2358.33687896,0.0285716272302,0.0285717309846,7.0,1200.0,0.7,1200.0,0.0,187.285714286,0.0,0.0147058823529,0.0,0.357142857143,0.0,1300.0,1950.0,0.676092543249,0.0,4.0,272357.142857,0.0264705882353,0.136363636364,843300.0,1.0,0.0,4.0,0.0,0.642857142857,-1.0,0.0,-0.05,1200.0,-0.240833333333,0.0630168350168,0.0,0.0,1.0,0.0375,2600.0,0.0,0.885712438916,0.0285724878121
1500,3762.67285945,2580.80944483,0.169969658541,0.0251642491809,8.0,602.0,1.0,0.0,0.0,141.285714286,0.0,0.00704225352113,0.0,0.176470588235,1.0,546.0,3421.77777778,0.756653989518,0.0,1.0,239562.5,0.0328638497653,0.136363636364,843300.0,10.0,0.0,14.0,1.0,0.823529411765,4.0,0.0,-0.05,0.0,-0.183333333333,0.211823593074,0.0,0.0,0.0,0.5,7700.0,0.0,0.7532680582,0.0257271327593
1500,2790.38059701,1754.21851166,0.0223115121649,0.0222239815338,9.0,1000.0,0.5,0.0,0.0,414.857142857,0.5,0.00803212851406,0.0,0.133333333333,0.0,1300.0,1300.0,0.76158939893,0.0,1.0,21822.2222222,0.0522088353414,0.1,69100.0,0.0,0.0,5.0,0.0,0.866666666667,217.0,0.0,-0.166666666667,0.0,-0.177083333333,0.15367730096,1.0,0.5,0.0,0.0,1300.0,0.0,0.0222569424688,0.909986096961
1700,4509.52272727,2246.72912175,0.0223412579807,0.133329688922,9.0,4400.0,1.0,0.0,0.0,989.714285714,0.0,0.00327153762268,0.0,0.0555555555556,0.0,534.0,3167.0,0.60861423107,1.0,11.0,19278.1111111,0.0556161395856,0.0333333333333,51900.0,0.0,0.0,9.0,0.0,0.944444444444,217.0,0.0,-0.125,0.0,-0.159722222222,0.221888124313,1.0,0.0,0.0,0.5,5800.0,0.0,0.0222965576318,0.799468345961
1200,5238.1776301,3533.27596289,0.0500011495753,0.050000126853,4.0,296.0,0.9,2264.68085106,0.0,73.8975,0.0,0.0146341463415,0.0,0.333333333333,0.0,1500.0,2200.0,0.83636362876,0.0,1.0,560800.0,0.0292682926829,0.3,843300.0,0.0,0.0,5.0,0.0,0.666666666667,-1.0,1.0,-0.166666666667,19100.0,-0.322222222222,0.155303030303,0.0,0.0,0.0,0.5,3500.0,0.0,0.0500037142934,0.0500000592891
2000,8634.2078853,5060.37347274,0.899747009284,0.025177576034,8.0,463.0,0.6,1202.75609756,0.0,175.0,0.0,0.0568862275449,0.0,0.655172413793,1.0,0.0,0.0,0.415807558709,0.0,21.0,314187.5,0.0299401197605,0.136363636364,843300.0,1.0,0.0,1.0,0.0,0.344827586207,-1.0,0.0,-0.166666666667,6500.0,-0.376754385965,-0.148555871212,0.0,0.0,0.0,0.5,0.0,0.0,0.0250678134068,0.02500712912
845,3326.17395727,2134.04278082,0.0285724187424,0.02857376587,7.0,583.0,1.0,0.0,0.0,369.0,0.0,0.0164271047228,0.0,0.285714285714,0.0,612.0,1442.4,0.551601421525,1.0,1.0,107971.428571,0.041067761807,0.1,617900.0,0.0,0.0,6.0,0.0,0.714285714286,217.0,0.0,-0.1,0.0,-0.277083333333,0.161360711361,0.0,0.0,0.0,0.5,3100.0,0.0,0.17204841035,0.742113449459
1400,3860.03206997,2587.16865246,0.918941932314,0.0203337851076,10.0,2700.0,1.0,0.0,0.0,519.0,0.0,0.0164383561644,1.0,0.375,0.0,863.0,863.0,0.78017241043,1.0,1.0,109880.0,0.027397260274,0.0333333333333,690400.0,0.0,0.0,5.0,0.0,0.625,4.0,0.0,-0.1,0.0,-0.213194444444,0.0694090909091,0.0,0.0,0.0,0.4,863.0,0.0,0.0201095463798,0.0200015768021
